country,first_name,last_name,birth_date,start_mandate,end_mandate,wikipedia_url,intro_paragraph
fr,René,Coty,1882-03-20,1954-01-16,1959-01-08,https://fr.wikipedia.org/wiki/Ren%C3%A9_Coty,"Membre de l’ Alliance démocratique puis du CNIP , il est alternativement député et sénateur de la Seine-Inférieure entre 1923 et 1953. Il est ministre de la Reconstruction et de l'Urbanisme de 1947 à 1948, dans les gouvernements de Robert Schuman et d’ André Marie . Devenu vice-président du Conseil de la République (ex- Sénat ), il remporte l’ élection présidentielle de 1953 au treizième tour de scrutin avec le soutien de la droite et du centre ."
fr,Vincent,Auriol,1884-08-27,1947-01-16,1954-01-16,https://fr.wikipedia.org/wiki/Vincent_Auriol,"Vincent Auriol , né le 27 août 1884 à Revel ( Haute-Garonne ) et mort le 1 er janvier 1966 à Paris , est un homme d'État français . Il est président de la République du 16 janvier 1947 au 16 janvier 1954 ."
fr,Patrice,de Mac Mahon,1808-06-13,1873-05-24,1879-01-30,https://fr.wikipedia.org/wiki/Patrice_de_Mac_Mahon,"Certaines informations figurant dans cet article ou cette section devraient être mieux reliées aux sources mentionnées dans les sections « Bibliographie », « Sources » ou « Liens externes » ( août 2025 )."
fr,Émile,Loubet,1838-12-31,1899-02-18,1906-02-18,https://fr.wikipedia.org/wiki/%C3%89mile_Loubet,"Certaines informations figurant dans cet article ou cette section devraient être mieux reliées aux sources mentionnées dans les sections « Bibliographie », « Sources » ou « Liens externes » ( août 2025 )."
fr,Raymond,Poincaré,1860-08-20,1913-02-18,1920-02-18,https://fr.wikipedia.org/wiki/Raymond_Poincar%C3%A9,"Raymond Poincaré , né le 20 août 1860 à Bar-le-Duc ( Meuse ) et mort le 15 octobre 1934 à Paris , est un avocat et homme d'État français . Il est le président de la République française du 18 février 1913 au 18 février 1920 ."
fr,Marie,Carnot,1837-08-11,1887-12-03,1894-06-25,https://fr.wikipedia.org/wiki/Sadi_Carnot_(homme_d%27%C3%89tat),"Respectivement fils et petit-fils des hommes politiques Hippolyte et Lazare Carnot , il effectue ses études supérieures à l’ École polytechnique et à l’ École nationale des ponts et chaussées (dont il sort major de promotion), puis devient ingénieur en Haute-Savoie ."
fr,Alexandre,Millerand,1859-02-10,1920-09-23,1924-06-11,https://fr.wikipedia.org/wiki/Alexandre_Millerand,"Alexandre Millerand , né le 10 février 1859 à Paris et mort le 6 avril 1943 à Versailles , est un homme d'État français . Il est président du Conseil du 20 janvier au 23 septembre 1920 , puis président de la République du 23 septembre 1920 au 11 juin 1924 ."
fr,Gaston,Doumergue,1863-08-01,1924-06-13,1931-06-13,https://fr.wikipedia.org/wiki/Gaston_Doumergue,"Gaston Doumergue , né le 1 er août 1863 à Aigues-Vives ( Gard ) et mort le 18 juin 1937 dans la même ville, est un homme d'État français . Il est président de la République française du 13 juin 1924 au 13 juin 1931 ."
fr,Félix,Faure,1841-01-30,1895-01-17,1899-02-16,https://fr.wikipedia.org/wiki/F%C3%A9lix_Faure,"Certaines informations figurant dans cet article ou cette section devraient être mieux reliées aux sources mentionnées dans les sections « Bibliographie », « Sources » ou « Liens externes » ( août 2025 )."
fr,Jules,Grévy,1807-08-15,1879-01-30,1887-12-02,https://fr.wikipedia.org/wiki/Jules_Gr%C3%A9vy,"Jules Grévy , né le 15 août 1807 à Mont-sous-Vaudrey (Jura) et mort le 9 septembre 1891 dans la même commune, est un homme d'État français , président de la République du 30 janvier 1879 au 2 décembre 1887 ."
fr,Clément,Fallières,1841-11-06,1906-02-18,1913-02-18,https://fr.wikipedia.org/wiki/Armand_Falli%C3%A8res,"Certaines informations figurant dans cet article ou cette section devraient être mieux reliées aux sources mentionnées dans les sections « Bibliographie », « Sources » ou « Liens externes » ( août 2025 )."
fr,Paul,Deschanel,1855-02-13,1920-02-18,1920-09-21,https://fr.wikipedia.org/wiki/Paul_Deschanel,"Paul Deschanel , né le 13 février 1855 à Schaerbeek ( Belgique ) et mort le 28 avril 1922 à Paris ( France ), est un homme d'État , journaliste et écrivain français , président de la République du 18 février au 21 septembre 1920 ."
fr,Georges,Bidault,1899-10-05,1946-06-24,1946-10-14,https://fr.wikipedia.org/wiki/Georges_Bidault,"Engagé volontaire au début de la Seconde Guerre mondiale , il est emprisonné pendant plus d’un an. Compagnon de la Libération , il devient président du Conseil national de la Résistance (CNR) à la suite de la disparition de Jean Moulin en 1943, et descend les Champs-Élysées derrière le général de Gaulle lors de la libération de Paris ."
fr,Jean,Casimir-Perier,1847-11-08,1894-06-27,1895-01-16,https://fr.wikipedia.org/wiki/Jean_Casimir-Perier,"Certaines informations figurant dans cet article ou cette section devraient être mieux reliées aux sources mentionnées dans les sections « Bibliographie », « Sources » ou « Liens externes » ( août 2025 )."
fr,Charles,Dupuy,1851-11-05,1894-06-25,1894-06-27,https://fr.wikipedia.org/wiki/Charles_Dupuy,"Charles Dupuy , né le 5 novembre 1851 au Puy-en-Velay [ 1 ] et mort le 23 juillet 1923 à Ille-sur-Têt , est un homme d'État français . Il occupe à plusieurs reprises la fonction de président du Conseil sous la III e République , entre 1893 et 1899. Il est également président de la Chambre des députés de 1893 à 1894."
fr,Louis,Cavaignac,1802-10-15,1848-06-28,1848-12-20,https://fr.wikipedia.org/wiki/Eug%C3%A8ne_Cavaignac,"Louis Eugène Cavaignac , connu aussi sous le nom de général Cavaignac , né le 15 octobre 1802 ( 23 vendémiaire an XI ) à Paris et mort le 28 octobre 1857 dans son château d'Ourne à Flée , est un général et homme d'État français ."
fr,Louis,None,1815-03-12,1870-09-04,1871-01-22,https://fr.wikipedia.org/wiki/Louis_Jules_Trochu,"Louis Jules Trochu , né au Palais à Belle-Île-en-Mer ( Morbihan ) le 12 mars 1815 et mort à Tours ( Indre-et-Loire ) le 7 octobre 1896 , est un général de division et homme d'État français sous le Second Empire ."
fr,Frédéric,None,1874-03-16,1924-06-11,1924-06-13,https://fr.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Fran%C3%A7ois-Marsal,"Frédéric François-Marsal , né le 16 mars 1874 à Paris 8 e ( Seine ) et mort le 20 mai 1958 à Gisors ( Eure ) [ 1 ] , est un homme d'affaires et un homme politique français de la droite républicaine, dont la carrière politique a culminé avec son bref passage à la présidence du Conseil en 1924."
fr,Emmanuel,Macron,1977-12-21,2017-05-14,,https://fr.wikipedia.org/wiki/Emmanuel_Macron,"Emmanuel Macron ( [ ɛ m a n ɥ ɛ l m a k ʁ ɔ̃ ] [ e ] Écouter ⓘ ), né le 21 décembre 1977 à Amiens ( Somme ), est un haut fonctionnaire , banquier d'affaires et homme d'État français . Il est président de la République française depuis le 14 mai 2017 ."
ma,Mohammed,None,1963-08-21,1999-07-23,,https://ar.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A7%D9%84%D8%B3%D8%A7%D8%AF%D8%B3_%D8%A8%D9%86_%D8%A7%D9%84%D8%AD%D8%B3%D9%86,مُحمد السادس بن الحسن الثاني العلوي (مواليد 21 أغسطس 1963) هو ملك المملكة المغربية منذ عام 1999 والملك الثالث والعشرون للمغرب من سلالة العلويين الفيلاليين ، تولى الحكم خلفًا لوالده الملك الحسن الثاني بعد وفاته، وبويع ملكًا يوم الجمعة 9 ربيع الثاني سنة 1420 هـ الموافق 23 يوليو 1999 بالقصر الملكي بالرباط .
ma,Hassan,None,1929-07-09,1961-02-26,1999-07-23,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%AD%D8%B3%D9%86_%D8%A7%D9%84%D8%AB%D8%A7%D9%86%D9%8A_%D8%A8%D9%86_%D9%85%D8%AD%D9%85%D8%AF,الحَسَن الثاني بِنْ مُحمد بِنْ يوسف العَلوي (9 يوليو 1929 – 23 يوليو 1999) [ 13 ] هو ثاني ملوك المملكة المغربية بعد الإستقلال، والملك الثاني والعشرون للمغرب من سلالة العلويين الفيلاليين ، تولى حكم المملكة المغربية خلفًا لوالده الملك محمد الخامس في 26 فبراير 1961 وحتى وفاته في 23 يوليو 1999. ينتمي الملك الحسن الثاني إلى السلالة العلوية التي تعود في نسبها إلى الحسن بن علي بن أبي طالب ، وتحكم المغرب منذ عام 1666 ميلادية ويلقب الحاكم منهم بأمير المؤمنين.
ma,Mohammed,None,1909-08-10,1957-08-14,1961-02-26,https://ar.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A7%D9%84%D8%AE%D8%A7%D9%85%D8%B3_%D8%A8%D9%86_%D9%8A%D9%88%D8%B3%D9%81,محمد الخامس بن يوسف بن الحسن بن محمد بن عبد الرحمن بن هشام بن محمد بن عبد الله بن إسماعيل بن الشريف بن علي العلوي وُلد ( 1327 هـ / 10 أغسطس 1909م بالقصر السلطاني بفاس ) [ 1 ] وتوفي ( 1381 هـ / 26 فبراير 1961م بالرباط ) خَلَف والده السلطان مولاي يوسف الذي توفي بُكرة يوم الخميس 22 جمادى الأولى سنة 1346 هـ موافق 17 نوفمبر سنة 1927م [ 2 ] فبويع ابنه سيدي محمد سلطانا للمغرب في اليوم الموالي بعد صلاة الجمعة 23 جمادى الأولى سنة 1346 هـ موافق 18 نوفمبر سنة 1927م في القصر السلطاني بفاس [ 3 ] ولم يزل سلطان المغرب إلى سنة 1957م ، قضى منها المنفى بين ( 1953 - 1955 )، ثم اتخذ لقب الملك سنة 1957م ولم يزل ملكا إلى وفاته سنة 1961م ، ساند السلطان محمد الخامس نضالات الحركة الوطنية المغربية المطالبة بتحقيق الاستقلال ، الشيء الذي دفعه إلى الاصطدام بسلطات الحماية . وكانت النتيجة قيام سلطات الحماية بنفيه إلى مدغشقر . وعلى إثر ذلك اندلعت مظاهرات مطالبة بعودته إلى وطنه. وأمام اشتداد حدة المظاهرات، قبلت السلطات الفرنسية بإرجاع السلطان إلى عرشه يوم 16 نوفمبر 1955 . وبعد بضعة شهور تم إعلان استقلال المغرب . كان الملك محمد الخامس يكنى: أبا عبد الله. [ 1 ] [ 4 ] [ 5 ]
ma,Mohammed,None,,,1517-01-01,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%82%D8%A7%D8%A6%D9%85_%D8%A8%D8%A3%D9%85%D8%B1_%D8%A7%D9%84%D9%84%D9%87_%D8%A7%D9%84%D8%B3%D8%B9%D8%AF%D9%8A,"ظل السعديون حتى مطلع السادس عشر الميلادي يحيون في المغرب حياة بسيطة دينية وعملية، ولم يبرزوا على المسرح السياسي إلاّ حين اشتدت وطأة البرتغاليين على سكان الجنوب المغربي، وألحقوا بهم أضرارا في أنفسهم ومصالحهم الاقتصادية دون أن يتدخل الوطاسيون لحمايتهم، أو أن يكون هنالك أمل في تدخلهم، حيث كانوا منشغلين بالدفاع عن الشمال، فالتفتت أنظار أهل الجنوب إلى أبي عبد الله محمد، نظرا لشرف نسبه وسمعة أسرته العلمية والدينية. فشاوروه في الأمر وقبل ذلك سنة سنة 915 هـ / 1509م . [ 1 ] وتمت مبايعته في تدسي قرب تارودانت بالسوس سنة 916 هـ / 1510م وخطب فيهم خطبة بلسانهم ، حض فيها على الجهاد ، وفصل فيها المهام والواجبات والحقوق، وفي ذلك يقول الزياني : """
